Player Name,Mat,Inn,NO,Runs,HS,Ave,Balls,SR,100,50,0,4s,6s
Imran Khan,7,1,1,3,3,0,0.4,75,0,0,0,0,0
Dale Steyn,8,2,1,3,2,3,0.4,75,0,0,0,0,0
Adam Zampa,12,2,1,2,2,2,0.2,100,0,0,0,0,0
Garey Mathurin,10,2,2,2,1,0,0.4,50,0,0,0,0,0
Sulieman Benn,7,1,1,1,1,0,0.4,25,0,0,0,0,0
Chris Gayle,10,10,3,430,105,61.43,44.4,160.45,1,3,0,30,33
Andre Fletcher,10,10,0,369,77,36.9,47.3,129.47,0,4,0,30,16
Marlon Samuels,10,10,2,325,71,40.63,41.4,130,0,4,0,27,12
Lendl Simmons,9,9,1,317,65,39.63,48.5,108.19,0,3,0,32,7
Jacques Kallis,13,13,2,304,61,27.64,44.4,113.43,0,1,0,35,7
Kieron Pollard,11,10,2,303,82,37.88,35.3,142.25,0,2,0,18,17
Brad Hodge,10,10,3,298,65,42.57,35.1,141.23,0,2,1,22,17
Kevin Pietersen,10,10,1,295,83,32.78,35.5,137.21,0,2,0,24,14
Darren Bravo,13,12,3,291,86,32.33,36.1,134.1,0,2,2,15,21
Dwayne Smith,11,11,0,273,56,24.82,43.5,103.8,0,1,0,24,11
Martin Guptill,10,10,0,265,53,26.5,37.1,118.83,0,1,1,22,11
Chadwick Walton,10,10,1,243,76,27,36.3,110.96,0,1,1,23,8
Johnson Charles,10,10,1,232,69,25.78,25.1,153.64,0,1,1,17,14
Evin Lewis,10,10,0,222,82,22.2,29.5,124.02,0,1,1,20,14
Cameron Delport,13,12,2,216,50,21.6,28.2,127.06,0,1,2,24,10
Shoaib Malik,6,6,2,209,51,52.25,26.0,133.97,0,1,0,14,6
Kamran Akmal,13,10,1,188,60,20.89,27.2,114.63,0,1,0,20,5
Dwayne Bravo,13,12,5,173,49,24.71,23.5,120.98,0,0,1,12,7
Denesh Ramdin,10,9,2,170,54,24.29,23.5,118.88,0,1,2,13,8
Chris Lynn,10,9,1,167,52,20.88,22.0,126.52,0,1,0,11,10
Dilshan Munaweera,9,9,0,166,39,18.44,27.1,101.84,0,0,0,18,6
Jason Holder,11,10,4,144,31,24,18.5,127.43,0,0,0,11,7
Andre Russell,10,8,2,139,36,23.17,15.2,151.09,0,0,0,13,7
Devon Thomas,10,8,1,137,44,19.57,18.5,121.24,0,0,0,6,10
Henry Davids,10,9,1,125,27,15.63,20.3,101.63,0,0,1,6,4
Assad Fudadin,6,5,1,123,54,30.75,20.3,100,0,1,0,7,4
Carlos Brathwaite,9,9,3,123,36,20.5,13.1,155.7,0,0,1,6,10
Ross Taylor,9,9,4,118,30,23.6,20.3,95.94,0,0,0,5,2
William Perkins,6,6,1,98,64,19.6,13.5,118.07,0,1,1,4,7
Shahid Afridi,10,9,2,96,21,13.71,10.5,147.69,0,0,0,2,7
Jonathan Carter,9,9,1,94,25,11.75,13.3,116.05,0,0,2,4,6
Jermaine Blackwood,6,5,0,84,38,16.8,14.2,97.67,0,0,0,5,3
Darren Sammy,7,6,0,81,29,13.5,10.5,124.62,0,0,1,4,4
Christopher Barnwell,10,7,1,81,26,13.5,12.1,110.96,0,0,0,6,3
Tillakaratne Dilshan,4,4,0,67,29,16.75,9.4,115.52,0,0,0,8,1
Jason Mohammed,6,4,1,67,28,22.33,13.1,84.81,0,0,0,5,2
Shane Dowrich,7,4,1,65,38,21.67,7.5,138.3,0,0,0,6,3
Johan Botha,13,6,3,58,22,19.33,13.4,70.73,0,0,0,4,0
Tonito Willett,5,4,0,56,31,14,10.2,90.32,0,0,0,3,4
Umar Akmal,8,7,2,49,20,9.8,9.3,85.96,0,0,2,3,2
Kyle Mayers,7,7,0,48,19,6.86,7.5,102.13,0,0,1,2,3
Orlando Peters,6,5,0,47,27,9.4,8.3,92.16,0,0,2,2,3
Sohail Tanvir,10,7,4,46,26,15.33,8.0,95.83,0,0,1,3,1
Misbah-ul-Haq,4,4,0,46,21,11.5,8.5,86.79,0,0,1,1,2
Nkruma Bonner,4,3,1,41,31,20.5,8.1,83.67,0,0,0,2,1
Rayad Emrit,11,4,2,41,21,20.5,6.0,113.89,0,0,0,2,2
Samuel Badree,13,3,3,40,29,0,4.4,142.86,0,0,0,2,2
Shai Hope,4,4,0,39,15,9.75,7.0,92.86,0,0,0,3,1
Kevon Cooper,12,6,1,38,10,7.6,6.0,105.56,0,0,0,1,2
Raymon Reifer,3,3,1,36,20,18,3.2,180,0,0,0,2,3
Narsingh Deonarine,4,4,0,36,18,9,6.5,87.8,0,0,0,4,1
Robin Peterson,11,6,1,35,14,7,7.5,74.47,0,0,1,1,2
Steven Taylor,2,2,0,33,20,16.5,4.1,132,0,0,0,3,2
Mahela Jayawardene,9,7,0,33,16,4.71,6.4,82.5,0,0,2,3,0
Horace Miller,4,2,0,32,30,16,4.5,110.34,0,0,0,2,1
Veerasammy Permaul,10,5,2,32,14,10.67,6.3,82.05,0,0,0,2,2
Nathan McCullum,6,6,2,32,10,8,4.0,133.33,0,0,0,4,0
Krishmar Santokie,10,5,1,28,13,7,6.1,75.68,0,0,1,0,3
Ashley Nurse,5,4,1,26,12,8.67,3.2,130,0,0,0,2,2
Sunil Narine,10,6,2,25,14,6.25,4.2,96.15,0,0,1,1,2
Mark Deyal,1,1,0,23,23,23,4.1,92,0,0,0,1,1
Kyle Corbin,1,1,0,20,20,20,4.4,71.43,0,0,0,0,0
Fidel Edwards,10,3,2,19,10,19,2.4,118.75,0,0,0,1,1
Navin Stewart,6,4,2,18,13,9,1.3,200,0,0,2,1,2
Jerome Taylor,10,6,3,16,6,5.33,4.3,59.26,0,0,2,2,0
Javon Searles,8,5,1,16,6,4,4.1,64,0,0,0,1,0
Sheldon Cotterrell,7,2,1,15,9,15,1.3,166.67,0,0,0,1,0
Rusty Theron,9,6,2,15,6,3.75,3.4,68.18,0,0,1,0,1
Keron Cottoy,3,3,2,14,14,14,2.3,93.33,0,0,0,1,1
Kemar Roach,7,4,2,14,9,7,2.5,82.35,0,0,1,0,1
Marchant de Lange,10,3,1,13,9,6.5,2.2,92.86,0,0,0,0,1
David Wiese,5,3,0,12,7,4,2.4,75,0,0,1,2,0
Akeal Hosein,3,2,1,11,8,11,1.5,100,0,0,0,1,0
Shivnarine Chanderpaul,2,2,0,11,7,5.5,3.4,50,0,0,0,1,0
Trevon Griffith,2,2,0,11,6,5.5,2.2,78.57,0,0,0,2,0
Sulieman Benn,11,2,2,10,8,0,1.4,100,0,0,0,1,0
Jeevan Mendis,4,2,0,8,8,4,1.2,100,0,0,1,1,0
Devendra Bishoo,7,2,2,7,5,0,1.3,77.78,0,0,0,0,0
Ravi Rampaul,11,2,2,6,5,0,1.0,100,0,0,0,1,0
Keddy Lesporis,3,2,1,4,4,4,0.5,80,0,0,0,1,0
Ronsford Beaton,6,2,1,3,3,3,0.3,100,0,0,0,0,0
Shannon Gabriel,10,3,3,3,2,0,1.2,37.5,0,0,0,0,0
Nikita Miller,5,3,3,3,2,0,1.2,37.5,0,0,0,0,0
Daniel Vettori,9,4,0,2,1,0.5,2.1,15.38,0,0,2,0,0
Derone Davis,7,1,1,1,1,0,0.1,100,0,0,0,0,0
Tabraiz Shamsi,7,2,2,1,1,0,0.2,50,0,0,0,0,0
Imran Khan,2,1,1,1,1,0,0.1,100,0,0,0,0,0
Lendl Simmons,11,11,2,446,97,49.56,57.4,128.9,0,4,2,33,24
Shoaib Malik,10,10,2,406,81,50.75,52.1,129.71,0,4,0,27,15
Chris Gayle,11,11,2,363,111,40.33,49.3,122.22,1,2,0,24,24
Martin Guptill,11,10,3,358,90,51.14,47.2,126.06,0,5,0,28,15
Dwayne Smith,10,10,2,353,110,44.13,44.0,133.71,2,1,1,31,20
Marlon Samuels,9,9,2,332,106,47.43,39.4,139.5,1,2,0,31,18
Evin Lewis,8,8,0,321,77,40.13,41.5,127.89,0,3,0,23,19
Chadwick Walton,11,11,1,266,53,26.6,39.2,112.71,0,1,0,27,12
Denesh Ramdin,11,9,2,250,84,35.71,29.2,142.05,0,3,0,20,11
Ross Taylor,10,9,2,239,70,34.14,35.3,112.21,0,3,2,20,6
Kevin O'Brien,10,9,2,222,90,31.71,28.1,131.36,0,2,1,14,12
Andre Russell,11,10,4,219,62,36.5,18.1,200.92,0,2,0,17,16
Andre Fletcher,9,9,0,217,78,24.11,33.5,106.9,0,1,0,14,11
Darren Bravo,10,8,3,212,69,42.4,31.1,113.37,0,2,0,11,13
Johnson Charles,9,9,0,206,62,22.89,28.3,120.47,0,2,1,19,9
Kieron Pollard,10,10,2,200,63,25,23.5,139.86,0,1,2,15,12
Sohail Tanvir,9,9,4,189,50,37.8,17.2,181.73,0,1,0,9,16
Christopher Barnwell,11,9,3,170,37,28.33,19.3,145.3,0,0,0,7,12
David Hussey,9,9,0,166,32,18.44,23.2,118.57,0,0,0,7,9
Henry Davids,7,7,1,156,56,26,21.1,122.83,0,1,1,15,4
Ben Dunk,9,9,0,144,38,16,22.3,106.67,0,0,1,14,4
Mohammad Hafeez,11,9,1,133,35,16.63,20.0,110.83,0,0,1,10,5
Jimmy Neesham,11,8,2,130,35,21.67,20.4,104.84,0,0,0,8,4
Adam Voges,11,11,2,124,48,13.78,24.5,83.22,0,0,1,5,2
Dwayne Bravo,10,6,2,118,67,29.5,15.2,128.26,0,1,0,10,5
Nkruma Bonner,4,4,0,117,47,29.25,19.2,100.86,0,0,0,7,4
Keddy Lesporis,7,7,1,114,50,19,17.1,110.68,0,1,0,10,3
Darren Sammy,9,8,3,110,46,22,14.5,123.6,0,0,1,6,7
Jason Holder,10,8,3,108,48,21.6,10.5,166.15,0,0,1,8,7
Nicholas Pooran,10,8,2,107,37,17.83,11.5,150.7,0,0,0,4,9
Orlando Peters,3,3,1,96,67,48,12.4,126.32,0,1,0,5,7
Carlos Brathwaite,9,7,2,95,24,19,10.1,155.74,0,0,1,4,7
Shane Dowrich,7,7,0,93,37,13.29,17.1,90.29,0,0,1,11,1
Danza Hyatt,9,8,0,85,36,10.63,19.2,73.28,0,0,3,7,2
Devon Thomas,9,8,2,81,38,13.5,15.1,89.01,0,0,2,8,2
Owais Shah,9,6,1,77,42,15.4,15.1,84.62,0,0,1,4,3
Raymon Reifer,3,3,1,73,65,36.5,9.1,132.73,0,1,0,5,3
Jeevan Mendis,9,7,0,70,17,10,12.3,93.33,0,0,0,3,3
William Perkins,3,3,0,60,36,20,7.4,130.43,0,0,1,6,3
Jermaine Blackwood,9,8,2,59,28,9.83,14.2,68.6,0,0,1,2,3
Rusty Theron,11,5,2,52,18,17.33,6.2,136.84,0,0,0,3,3
Sheldon Cotterrell,9,8,0,48,21,6,6.3,123.08,0,0,3,3,3
Shacaya Thomas,5,5,1,45,20,11.25,12.5,58.44,0,0,0,2,1
Jonathan Carter,4,3,1,42,35,21,7.4,91.3,0,0,0,5,0
Liam Sebastien,5,2,1,36,33,36,7.1,83.72,0,0,0,4,0
Mervin Matthew,8,4,0,35,21,8.75,3.5,152.17,0,0,0,3,2
David Bernard,7,4,0,32,19,8,5.4,94.12,0,0,0,2,2
Sunil Ambris,6,4,2,31,17,15.5,5.5,88.57,0,0,0,4,0
Jerome Taylor,11,4,1,31,17,10.33,4.2,119.23,0,0,0,2,2
Kevin Pietersen,2,2,0,30,23,15,5.3,90.91,0,0,0,1,1
Roelof van der Merwe,6,4,0,28,21,7,5.3,84.85,0,0,1,2,1
Sunil Narine,8,2,1,27,16,27,4.4,96.43,0,0,0,1,1
Tonito Willett,3,3,1,25,15,12.5,4.4,89.29,0,0,1,1,1
Kevon Cooper,10,5,3,24,11,12,4.1,96,0,0,0,1,0
Veerasammy Permaul,11,4,2,19,15,9.5,3.0,105.56,0,0,0,1,1
Javon Searles,5,3,1,19,14,9.5,2.3,126.67,0,0,0,0,2
Brad Hogg,8,4,4,19,8,0,3.0,105.56,0,0,0,1,0
Neil McKenzie,5,4,0,18,9,4.5,6.2,47.37,0,0,1,0,0
Ray Jordan,4,2,0,15,9,7.5,1.4,150,0,0,0,1,1
Tino Best,6,2,1,14,11,14,2.4,87.5,0,0,0,2,0
Kyle Mayers,3,2,0,13,13,6.5,2.2,92.86,0,0,1,0,1
Akeal Hosein,7,3,3,13,12,0,2.5,76.47,0,0,0,1,0
Miguel Cummins,5,3,2,13,10,13,3.0,72.22,0,0,0,1,0
Rahkeem Cornwall,2,2,0,12,11,6,1.4,120,0,0,0,0,1
Daniel Vettori,11,4,1,11,8,3.67,2.3,73.33,0,0,1,0,1
Ashley Nurse,9,4,3,11,6,11,2.2,78.57,0,0,0,0,0
Ronsford Beaton,11,2,2,8,8,0,0.3,266.67,0,0,0,1,0
Krishmar Santokie,11,3,2,8,5,8,1.2,100,0,0,0,1,0
Carlton Baugh,4,2,0,8,5,4,1.5,72.73,0,0,0,0,0
Trevon Griffith,1,1,1,6,6,0,0.2,300,0,0,0,0,1
Rayad Emrit,10,2,1,5,5,5,0.3,166.67,0,0,0,1,0
Nasir Jamshed,3,3,0,5,4,1.67,1.3,55.56,0,0,1,0,0
Kennar Lewis,2,2,0,5,3,2.5,3.1,26.32,0,0,0,0,0
Leon Johnson,5,2,0,4,3,2,1.3,44.44,0,0,0,0,0
Sulieman Benn,10,3,0,4,2,1.33,2.1,30.77,0,0,0,0,0
Samuel Badree,9,2,1,2,2,2,1.0,33.33,0,0,1,0,0
Navin Stewart,5,2,1,2,1,2,0.4,50,0,0,0,0,0
Nikita Miller,11,2,2,2,1,0,0.5,40,0,0,0,0,0
Justin Athanaze,3,2,1,1,1,1,0.2,50,0,0,1,0,0
Shane Shillingford,7,2,0,1,1,0.5,0.4,25,0,0,1,0,0
Jason Mohammed,3,1,1,1,1,0,0.3,33.33,0,0,0,0,0
Shoaib Malik,8,8,0,272,78,34,40.1,112.86,0,1,0,17,7
Lendl Simmons,9,9,1,266,67,33.25,43.5,101.14,0,1,1,20,12
Andre Fletcher,7,7,1,238,76,39.67,35.4,111.22,0,2,0,12,13
Chris Gayle,9,9,1,234,51,29.25,36.5,105.88,0,1,0,20,11
James Franklin,9,8,4,203,60,50.75,25.2,133.55,0,1,0,10,12
Andre Russell,9,9,5,203,47,50.75,17.5,189.72,0,0,0,15,16
Martin Guptill,7,7,0,198,73,28.29,27.4,119.28,0,1,0,17,6
Johnson Charles,7,7,0,165,46,23.57,20.2,135.25,0,0,0,20,6
Tamim Iqbal,7,7,0,162,75,23.14,25.4,105.19,0,1,0,17,3
Dwayne Bravo,8,8,1,161,46,23,22.3,119.26,0,0,0,8,9
Mohammad Hafeez,7,7,1,159,50,26.5,24.0,110.42,0,1,0,7,9
Dwayne Smith,8,8,1,156,52,22.29,24.4,105.41,0,1,1,16,4
Kieran Powell,7,7,0,156,47,22.29,24.1,107.59,0,0,0,18,3
Kevin O'Brien,8,8,0,154,70,19.25,22.5,112.41,0,1,0,8,10
Ross Taylor,8,8,1,147,39,21,24.2,100.68,0,0,0,9,5
Danza Hyatt,9,8,3,145,42,29,25.5,93.55,0,0,0,10,5
Chadwick Walton,5,5,0,137,45,27.4,20.4,110.48,0,0,0,9,8
Darren Sammy,7,7,2,137,35,27.4,16.0,142.71,0,0,1,11,8
Marlon Samuels,7,7,2,136,43,27.2,24.2,93.15,0,0,0,7,5
Adrian Barath,6,6,0,135,38,22.5,24.4,91.22,0,0,0,12,1
Kieron Pollard,8,8,3,131,61,26.2,17.0,128.43,0,1,2,7,8
Darren Bravo,8,8,2,119,38,19.83,20.2,97.54,0,0,0,10,2
Misbah-ul-Haq,7,7,1,104,49,17.33,17.0,101.96,0,0,0,2,5
Nicholas Pooran,8,7,1,102,54,17,11.3,147.83,0,1,1,3,9
Devon Smith,7,7,0,91,29,13,15.3,97.85,0,0,1,12,2
Raymon Reifer,3,3,0,88,36,29.33,18.1,80.73,0,0,0,6,2
Christopher Barnwell,9,7,3,88,29,22,11.0,133.33,0,0,2,6,4
Ben Rohrer,5,4,1,85,28,28.33,11.5,119.72,0,0,0,4,4
Ramnaresh Sarwan,9,8,4,80,24,20,14.0,95.24,0,0,0,4,2
Ahmed Shehzad,6,6,0,79,28,13.17,13.4,96.34,0,0,0,11,1
Devon Thomas,7,6,1,72,32,14.4,10.3,114.29,0,0,1,3,5
Herschelle Gibbs,7,6,0,71,22,11.83,13.2,88.75,0,0,0,7,0
Carlton Baugh,9,4,1,65,32,21.67,9.5,110.17,0,0,0,5,3
Kumar Sangakkara,2,2,1,63,50,63,10.5,96.92,0,1,0,4,2
Jonathan Carter,7,5,0,63,31,12.6,11.2,92.65,0,0,0,4,4
Kevon Cooper,8,6,3,50,27,16.67,6.2,131.58,0,0,2,0,4
Umar Akmal,6,6,0,49,30,8.17,9.3,85.96,0,0,3,3,2
Nkruma Bonner,5,5,0,48,21,9.6,12.4,63.16,0,0,0,3,1
Denesh Ramdin,9,4,1,44,29,14.67,7.4,95.65,0,0,1,3,1
Vernon Philander,8,4,2,44,23,22,2.5,258.82,0,0,0,2,4
Ricky Ponting,7,4,0,41,20,10.25,9.0,75.93,0,0,0,3,0
Tillakaratne Dilshan,2,2,0,39,39,19.5,5.1,125.81,0,0,1,3,1
Ashley Nurse,8,6,3,39,15,13,6.0,108.33,0,0,0,3,1
Justin Kemp,3,3,2,38,19,38,6.2,100,0,0,0,1,1
Kyle Mayers,7,7,3,37,14,9.25,6.5,90.24,0,0,0,4,0
William Perkins,2,2,0,32,18,16,6.0,88.89,0,0,0,4,1
Orlando Peters,3,1,0,31,31,31,3.4,140.91,0,0,0,2,3
Kemar Roach,7,5,1,29,12,7.25,3.3,138.1,0,0,1,2,2
Liam Sebastien,5,2,2,27,25,0,3.2,135,0,0,0,3,0
Jason Holder,7,3,1,27,16,13.5,1.4,270,0,0,0,2,3
Jacques Rudolph,5,3,0,26,18,8.67,5.3,78.79,0,0,0,2,0
David Bernard,9,3,0,25,24,8.33,4.2,96.15,0,0,1,2,1
Jermaine Blackwood,4,3,1,25,21,12.5,6.1,67.57,0,0,0,2,0
Jahmar Hamilton,1,1,0,24,24,24,5.0,80,0,0,0,3,0
Davy Jacobs,2,2,0,23,13,11.5,5.3,69.7,0,0,0,1,1
Sunil Narine,9,3,1,23,9,11.5,2.3,153.33,0,0,0,1,2
Rahkeem Cornwall,6,4,1,23,9,7.67,4.1,92,0,0,0,0,0
Justin Guillen,2,2,0,22,22,11,4.1,88,0,0,1,3,0
Shakib Al Hasan,8,6,0,22,12,3.67,6.2,57.89,0,0,1,1,1
Sheldon Cotterrell,7,2,1,19,19,19,1.1,271.43,0,0,1,1,2
Carlos Brathwaite,1,1,0,18,18,18,2.2,128.57,0,0,0,1,1
Albie Morkel,7,7,2,16,8,3.2,4.1,64,0,0,4,1,1
Trevon Griffith,1,1,0,15,15,15,3.1,78.95,0,0,0,0,0
Azhar Mahmood,1,1,0,14,14,14,1.1,200,0,0,0,1,1
Mahela Jayawardene,3,3,0,14,11,4.67,3.0,77.78,0,0,0,1,0
Garey Mathurin,7,4,2,12,12,6,2.5,70.59,0,0,2,1,0
Devendra Bishoo,1,1,1,8,8,0,0.5,160,0,0,0,1,0
Sulieman Benn,7,3,0,6,6,2,2.0,50,0,0,2,1,0
Rayad Emrit,8,3,1,6,4,3,1.2,75,0,0,1,1,0
Samuel Badree,7,5,4,6,3,6,1.4,60,0,0,0,0,0
Tino Best,6,2,0,5,5,2.5,1.5,45.45,0,0,1,0,0
Shane Shillingford,7,3,0,5,4,1.67,2.1,38.46,0,0,1,0,0
Nelon Pascal,2,1,1,4,4,0,0.4,100,0,0,0,0,0
Akeem Dewar,1,1,1,3,3,0,0.3,100,0,0,0,0,0
Dave Mohammed,4,2,1,3,2,3,0.4,75,0,0,0,0,0
Nikita Miller,9,2,1,2,2,2,0.3,66.67,0,0,0,0,0
Fidel Edwards,6,2,1,2,1,2,0.5,40,0,0,0,0,0
Kirk Edwards,1,1,0,1,1,1,1.0,16.67,0,0,0,0,0
Shannon Gabriel,6,1,1,1,1,0,0.1,100,0,0,0,0,0
Veerasammy Permaul,9,1,0,1,1,1,0.1,100,0,0,0,0,0
Steven Jacobs,3,1,1,1,1,0,0.1,100,0,0,0,0,0
Gavin Tonge,5,2,2,1,1,0,0.1,100,0,0,0,0,0
Narsingh Deonarine,3,2,0,1,1,0.5,0.3,33.33,0,0,1,0,0
Ajinkya Rahane,6,6,1,288,70,57.6,40.2,119.01,0,4,0,27,7
Shikhar Dhawan,6,6,0,250,71,41.67,31.0,134.41,0,2,0,34,5
Dwayne Smith,5,5,1,223,63,55.75,26.0,142.95,0,2,0,23,9
Suresh Raina,5,5,0,221,84,44.2,25.2,145.39,0,1,0,22,6
Evin Lewis,5,5,0,211,70,42.2,24.5,141.61,0,2,0,27,9
Henry Davids,4,4,0,197,64,49.25,23.0,142.75,0,2,0,22,9
Misbah-ul-Haq,3,3,2,195,93,195,22.2,145.52,0,2,0,11,13
Sanju Samson,6,6,1,192,60,38.4,25.1,127.15,0,3,0,22,5
Neil Broom,6,6,1,175,117,35,20.2,143.44,1,0,1,14,11
Rohit Sharma,5,5,1,173,51,43.25,19.0,151.75,0,1,0,12,10
Ryan ten Doeschate,5,5,0,168,66,33.6,16.2,171.43,0,2,0,9,11
Parthiv Patel,6,6,0,167,52,27.83,23.4,117.61,0,1,0,22,3
Brendon McCullum,6,6,2,163,83,40.75,21.2,127.34,0,2,2,16,7
Darren Bravo,5,5,1,154,66,38.5,20.0,128.33,0,2,1,12,9
Quinton de Kock,3,3,1,146,109,73,15.5,153.68,1,0,0,16,6
Jimmy Neesham,6,5,3,145,52,72.5,14.2,168.6,0,1,0,12,8
AB de Villiers,4,4,1,137,77,45.67,12.3,182.67,0,1,0,11,8
Michael Hussey,5,5,1,137,57,34.25,18.0,126.85,0,1,0,17,2
Upul Tharanga,3,3,0,120,76,40,16.5,118.81,0,1,0,14,3
Kumar Sangakkara,3,3,1,118,61,59,15.1,129.67,0,1,0,12,2
Jean-Paul Duminy,6,6,3,117,57,39,19.4,99.15,0,1,1,10,0
Kieron Pollard,5,5,2,113,42,37.67,14.3,129.89,0,0,0,9,7
Thisara Perera,5,4,2,112,57,56,11.4,160,0,1,0,8,7
MS Dhoni,5,5,2,111,63,37,10.4,173.44,0,1,0,4,10
Hamish Rutherford,6,6,0,111,32,18.5,13.5,133.73,0,0,0,14,5
Brad Hodge,5,3,2,109,52,109,9.1,198.18,0,1,0,12,5
Derek de Boorder,6,5,2,108,45,36,16.0,112.5,0,0,1,11,3
Darren Sammy,6,5,1,106,50,26.5,11.4,151.43,0,1,0,7,8
Jacques Rudolph,4,4,1,102,49,34,15.0,113.33,0,0,0,11,2
Shane Watson,6,5,1,102,33,25.5,14.2,118.6,0,0,0,8,5
Hilton Cartwright,3,3,1,101,68,50.5,13.2,126.25,0,1,0,10,2
Denesh Ramdin,5,4,0,84,48,21,10.5,129.23,0,0,0,9,2
Murali Vijay,5,5,0,83,42,16.6,11.4,118.57,0,0,2,11,2
Stuart Binny,6,5,1,81,38,20.25,8.1,165.31,0,0,0,8,3
Lendl Simmons,5,5,0,77,63,15.4,10.0,128.33,0,1,3,8,4
Alviro Petersen,3,3,1,75,40,37.5,9.2,133.93,0,0,1,7,1
Sachin Tendulkar,5,5,0,70,35,14,11.5,98.59,0,0,1,8,2
Lahiru Thirimanne,3,3,0,64,54,21.33,8.3,125.49,0,1,0,5,2
Adam Voges,2,2,0,63,36,31.5,8.0,131.25,0,0,0,8,0
Dinesh Karthik,5,4,2,63,33,31.5,9.2,112.5,0,0,0,4,5
James Hopes,3,3,0,61,37,20.33,11.1,91.04,0,0,0,8,0
Ben Cutting,3,3,1,59,42,29.5,6.1,159.46,0,0,1,2,6
Farhaan Behardien,4,3,0,59,29,19.67,8.0,122.92,0,0,0,2,4
Ravichandran Ashwin,5,2,0,55,46,27.5,5.3,166.67,0,0,0,3,4
Ashton Agar,3,3,0,55,35,18.33,9.2,98.21,0,0,0,9,1
Heino Kuhn,4,3,1,53,31,26.5,7.2,120.45,0,0,0,7,1
Dwaine Pretorius,3,3,2,52,31,52,6.2,136.84,0,0,0,2,3
Sam Whiteman,1,1,1,51,51,0,5.2,159.38,0,1,0,6,2
Dilhara Lokuhettige,3,3,1,51,21,25.5,6.0,141.67,0,0,0,5,2
Dwayne Bravo,5,4,1,49,38,16.33,6.3,125.64,0,0,0,4,2
Rahul Dravid,6,6,0,48,31,8,10.5,73.85,0,0,1,6,0
Glenn Maxwell,2,2,0,47,37,23.5,3.3,223.81,0,0,0,6,2
Chris Lynn,3,3,0,47,29,15.67,7.4,102.17,0,0,0,5,1
Ammar Mahmood,3,3,0,46,31,15.33,9.0,85.19,0,0,0,6,0
Ambati Rayudu,5,4,1,46,29,15.33,5.2,143.75,0,0,1,4,2
Joe Burns,3,3,0,45,45,15,8.3,88.24,0,0,2,2,2
Chris Hartley,3,3,0,45,35,15,6.4,112.5,0,0,0,4,0
Subramaniam Badrinath,5,4,1,44,20,14.67,8.5,83.02,0,0,0,3,0
Rassie van der Dussen,3,3,0,44,17,14.67,9.1,80,0,0,0,4,2
Yannick Ottley,2,2,2,42,41,0,5.1,135.48,0,0,0,2,2
Navin Stewart,4,3,1,42,23,21,5.0,140,0,0,0,2,3
Nicholas Pooran,5,4,0,40,15,10,7.3,88.89,0,0,0,2,2
Khurram Shehzad,3,3,0,38,27,12.67,9.3,66.67,0,0,0,4,0
Ashton Turner,3,3,0,38,27,12.67,5.3,115.15,0,0,1,3,1
Dale Steyn,6,2,2,37,27,0,2.5,217.65,0,0,0,3,3
Daniel Christian,3,3,0,37,21,12.33,7.2,84.09,0,0,0,0,1
Jean Symes,3,3,0,37,20,12.33,6.0,102.78,0,0,0,0,2
Karn Sharma,6,3,2,35,13,35,3.2,175,0,0,0,4,2
Ian Butler,5,2,0,34,25,17,4.2,130.77,0,0,0,2,3
Mohammad Salman,3,3,1,34,21,17,5.1,109.68,0,0,0,3,0
Chamara Silva,3,2,0,31,25,15.5,5.0,103.33,0,0,0,2,1
Jason Mohammed,3,3,1,30,19,15,7.2,68.18,0,0,0,1,0
Nathan McCullum,6,4,2,29,28,14.5,4.3,107.41,0,0,1,3,0
Tom Triffitt,3,3,0,28,25,9.33,4.0,116.67,0,0,0,2,1
Chris Morris,1,1,1,26,26,0,2.5,152.94,0,0,0,3,0
Kevon Cooper,6,3,1,26,14,13,2.1,200,0,0,0,5,1
Cameron White,1,1,0,25,25,25,3.5,108.7,0,0,0,1,1
Simon Katich,3,3,0,25,13,8.33,6.1,67.57,0,0,1,2,0
Hardus Viljoen,3,1,0,24,24,24,3.3,114.29,0,0,0,0,2
Chris Sabburg,3,3,0,24,19,8,4.2,92.31,0,0,0,2,1
Peter Forrest,2,2,0,24,16,12,4.4,85.71,0,0,0,3,0
Asif Ali,3,3,0,24,14,8,4.4,85.71,0,0,1,4,0
Hanuma Vihari,3,3,1,24,13,12,5.0,80,0,0,0,2,0
Thami Tsolekile,1,1,0,21,21,21,2.2,150,0,0,0,2,0
Mangaliso Mosehle,4,3,2,21,11,21,3.1,110.53,0,0,0,3,0
Ali Waqas,3,3,0,20,16,6.67,5.3,60.61,0,0,1,3,0
Milinda Siriwardana,1,1,0,19,19,19,1.3,211.11,0,0,0,2,1
Liam Davis,2,2,0,18,18,9,2.1,138.46,0,0,1,3,0
Shehan Jayasuriya,2,2,0,17,13,8.5,4.2,65.38,0,0,0,1,1
Samuel Badree,5,2,2,16,15,0,1.2,200,0,0,0,0,2
Sunil Narine,5,3,1,16,8,8,2.2,114.29,0,0,1,0,1
Neil McKenzie,1,1,0,15,15,15,2.2,107.14,0,0,0,1,1
Harbhajan Singh,5,2,1,15,8,15,1.0,250,0,0,0,1,1
Nuwan Kulasekara,3,2,1,14,14,14,1.2,175,0,0,0,1,1
