Player,Mat,Inn,Overs,Mdns,Runs,Wkts,Ave,Econ,4w,5w,SR
Doug Bollinger,5,5,18.5,0,144,9,16,8.07,0,0,11.89
Parvinder Awana,5,5,19,0,162,9,18,8.53,1,0,12.67
Akshar Patel,5,5,20,0,123,8,15.38,6.15,0,0,15
Mohit Sharma,5,5,16,0,130,8,16.25,8.13,1,0,12
Ben Hilfenhaus,5,5,20,1,135,8,16.88,6.75,0,0,15
Ish Sodhi,7,7,22.2,0,152,8,19,6.81,0,0,16.75
Tim Southee,7,7,24.4,0,187,8,23.38,7.9,0,0,17.75
Pawan Negi,2,2,8,0,50,7,7.14,6.25,0,1,6.86
Joel Paris,4,4,13,0,75,7,10.71,5.77,0,0,11.14
Xavier Doherty,4,4,16,1,101,7,14.43,6.31,1,0,13.71
Robert Frylinck,4,4,16,0,135,7,19.29,8.44,0,0,13.71
Thisara Perera,5,5,14,0,111,7,15.86,7.93,0,0,12
Jeevan Mendis,2,2,8,0,45,6,7.5,5.63,1,0,8
Sybrand Engelbrecht,3,3,12,0,86,6,14.33,7.17,0,0,12
Yasir Arafat,4,4,15.4,0,159,6,26.5,10.84,0,0,14.67
Karanveer Singh,5,5,15.2,0,117,6,19.5,7.63,1,0,15.33
Kuldeep Yadav,5,5,20,0,150,6,25,7.5,0,0,20
Mohammad Hafeez,6,6,22,0,127,6,21.17,5.77,0,0,22
Wahab Riaz,6,6,23,0,169,6,28.17,7.35,0,0,23
Scott Styris,7,7,21,0,146,6,24.33,6.95,0,0,21
Trent Boult,7,7,24,0,176,6,29.33,7.33,0,0,24
Mustafa Iqbal,3,3,9,0,66,5,13.2,7.33,0,0,10.8
Farveez Maharoof,3,3,9,0,81,5,16.2,9,0,0,10.8
Charl Langeveldt,3,3,12,0,99,5,19.8,8.25,0,0,14.4
Ravi Rampaul,4,4,15,0,133,5,26.6,8.87,0,0,18
Yusuf Pathan,6,5,19.3,0,121,5,24.2,6.54,0,0,22.2
Anureet Singh,5,5,17.3,0,138,5,27.6,8.36,0,0,19.8
Ravichandran Ashwin,5,5,18,0,146,5,29.2,8.11,0,0,21.6
Adnan Rasool,6,6,20,0,144,5,28.8,7.2,0,0,24
Piyush Chawla,6,6,22,0,188,5,37.6,8.55,0,0,26.4
Scott Kuggeleijn,7,7,16,1,141,5,28.2,8.81,0,0,19.2
Jason Behrendorff,2,2,8,0,74,4,18.5,9.25,0,0,12
Pragyan Ojha,3,3,11.2,0,76,4,19,6.71,0,0,17
Ben Laughlin,5,5,19.4,0,140,4,35,7.5,0,0,28
Dilshan Munaweera,4,2,5,0,21,3,7,4.2,0,0,10
Joe Mennie,2,2,5,1,30,3,10,6,0,0,10
Saad Nasim,6,2,7,0,45,3,15,6.43,0,0,14
Nathan Coulter-Nile,2,2,8,0,69,3,23,8.63,0,0,16
Asif Raza,6,3,8.3,0,42,3,14,5.6,0,0,15
Akeal Hosein,3,3,10,0,71,3,23.67,7.1,0,0,20
Jasprit Bumrah,3,3,11.4,0,84,3,28,7.88,0,0,21.33
Craig Alexander,3,3,11,0,107,3,35.67,9.73,0,0,22
Kyle Abbott,4,4,16,0,135,3,45,8.44,0,0,32
Vernon Philander,4,4,15,0,139,3,46.33,9.27,0,0,30
Ravindra Jadeja,5,5,14.2,0,121,3,40.33,8.44,0,0,28.67
Suresh Raina,5,2,3,0,24,2,12,8,0,0,9
Kieron Pollard,3,2,3,0,31,2,15.5,10.33,0,0,9
Mitchell Marsh,4,2,6,0,33,2,16.5,5.5,0,0,18
Imran Ali,3,3,8,0,58,2,29,7.25,0,0,24
Cameron Delport,4,3,8,0,65,2,32.5,8.13,0,0,24
Harbhajan Singh,3,3,12,1,73,2,36.5,6.08,0,0,36
Patrick Cummins,3,3,11,0,119,2,59.5,10.82,0,0,33
Rayad Emrit,4,4,10.2,0,90,2,45,8.71,0,0,31
Brad Hogg,4,4,16,0,94,2,47,5.88,0,0,48
Robin Peterson,4,4,13,1,114,2,57,8.77,0,0,39
Andre Russell,6,5,14,0,105,2,52.5,7.5,0,0,42
Dwayne Bravo,5,5,13,0,108,2,54,8.31,0,0,39
James Franklin,4,1,2,0,17,1,17,8.5,0,0,12
Ashton Turner,4,1,2,0,19,1,19,9.5,0,0,12
Mitchell Santner,2,1,2,0,24,1,24,12,0,0,12
Jalaj Saxena,3,2,3,0,24,1,24,8,0,0,18
Kyle Mayers,2,2,5,0,26,1,26,5.2,0,0,30
Khayelihle Zondo,4,2,3,0,34,1,34,11.33,0,0,18
Sachith Pathirana,2,2,3.5,0,45,1,45,15.88,0,0,17
Ishan Jayaratne,3,2,8,0,67,1,67,8.38,0,0,48
Dilruwan Perera,3,3,7,0,48,1,48,6.86,0,0,42
Evan Gulbis,3,3,8.4,0,48,1,48,6.26,0,0,46
Charith Jayampathi,3,3,9,0,77,1,77,8.56,0,0,54
Lasith Malinga,3,3,11,0,89,1,89,8.09,0,0,66
Keshav Maharaj,3,3,11,0,119,1,119,10.82,0,0,66
Glenn Maxwell,5,4,7,0,53,1,53,7.57,0,0,42
Ashley Nurse,4,4,13,0,93,1,93,7.15,0,0,78
Pravin Tambe,5,5,19,0,78,12,6.5,4.11,1,0,9.5
Sunil Narine,5,5,20,1,86,11,7.82,4.3,1,0,10.91
Ian Butler,5,5,18.1,0,155,8,19.38,8.53,0,0,13.63
Marchant de Lange,4,4,15,0,127,7,18.14,8.47,0,0,12.86
Dwayne Bravo,5,5,15.1,0,122,7,17.43,8.04,0,0,13
Dilhara Lokuhettige,3,3,12,0,79,6,13.17,6.58,0,0,12
Rowan Richards,4,4,14.5,0,99,6,16.5,7.16,0,0,13.83
Rayad Emrit,5,4,15.4,0,135,6,22.5,9.2,0,0,14.67
Pragyan Ojha,5,5,13,0,98,6,16.33,7.54,0,0,13
Nathan Coulter-Nile,5,5,19.4,0,119,6,19.83,6.38,0,0,18.67
Harbhajan Singh,5,5,19,0,139,6,23.17,7.32,1,0,19
Ravi Rampaul,5,5,19.4,0,144,6,24,7.71,1,0,18.67
Dale Steyn,6,6,23,0,155,6,25.83,6.74,0,0,23
Neil Wagner,6,6,22,0,160,6,26.67,7.27,0,0,22
Jimmy Neesham,6,6,22,0,161,6,26.83,7.32,0,0,22
Shane Watson,6,6,20,0,164,6,27.33,8.2,0,0,20
James Faulkner,6,6,24,0,179,6,29.83,7.46,0,0,24
Ishant Sharma,6,6,23,0,194,6,32.33,8.43,0,0,23
Kevon Cooper,6,6,23,0,202,6,33.67,8.78,1,0,23
Vikramjeet Malik,3,3,9,0,72,5,14.4,8,0,0,10.8
Lendl Simmons,5,4,8.1,0,64,5,12.8,7.84,0,0,9.8
Rahul Shukla,4,4,13,1,99,5,19.8,7.62,0,0,15.6
David Wiese,4,4,14,0,106,5,21.2,7.57,0,0,16.8
Kieron Pollard,5,5,14.5,0,105,5,21,7.59,0,0,16.6
James McMillan,5,5,18,1,109,5,21.8,6.06,0,0,21.6
Nick Beard,6,6,18,0,139,5,27.8,7.72,0,0,21.6
Darren Sammy,6,6,18,0,152,5,30.4,8.44,0,0,21.6
Matthew Gale,2,2,5.5,0,32,4,8,6.62,1,0,7.25
Alister McDermott,2,2,6,0,59,4,14.75,9.83,1,0,9
Daniel Christian,3,3,9,0,44,4,11,4.89,0,0,13.5
Ehsan Adil,3,3,9,0,59,4,14.75,6.56,0,0,13.5
Imran Khalid,3,3,10,0,73,4,18.25,7.3,0,0,15
Lonwabo Tsotsobe,3,3,11,0,81,4,20.25,7.36,0,0,16.5
Jason Behrendorff,3,3,11,0,102,4,25.5,9.27,0,0,16.5
Ravichandran Ashwin,5,5,17,1,118,4,29.5,6.94,0,0,25.5
Jason Holder,5,5,16,0,142,4,35.5,8.88,0,0,24
Imran Tahir,2,2,8,0,51,3,17,6.38,0,0,16
Dwaine Pretorius,3,2,7,0,53,3,17.67,7.57,0,0,14
Suresh Raina,5,3,8,0,28,3,9.33,3.5,0,0,16
Roelof van der Merwe,4,3,10,0,70,3,23.33,7,0,0,20
Nathan Hauritz,3,3,11,0,72,3,24,6.55,0,0,22
Ben Cutting,3,3,10.5,0,85,3,28.33,8.64,0,0,19.67
Sohail Tanvir,3,3,12.3,0,86,3,28.67,7.48,0,0,23
Mohit Sharma,5,4,15,0,140,3,46.67,9.33,0,0,30
Morne Morkel,4,4,16,1,144,3,48,9,0,0,32
Rishi Dhawan,5,5,18,1,132,3,44,7.33,0,0,36
Ravindra Jadeja,5,5,13,0,138,3,46,10.62,0,0,26
Nathan McCullum,6,5,15,0,139,3,46.33,9.27,0,0,30
Thisara Perera,5,5,18.3,0,191,3,63.67,10.91,0,0,35
Chris Morris,1,1,4,0,25,2,12.5,6.25,0,0,12
Brad Hogg,1,1,3,0,26,2,13,8.67,0,0,9
Ryan ten Doeschate,5,2,6,0,46,2,23,7.67,0,0,18
Jean-Paul Duminy,6,3,8,0,65,2,32.5,8.13,0,0,24
Henry Davids,4,3,9,0,72,2,36,8,0,0,27
Ajantha Mendis,3,3,12,0,92,2,46,7.67,0,0,36
Nuwan Kulasekara,3,3,11.3,0,100,2,50,9.52,0,0,31.5
Mitchell Johnson,3,3,11,0,102,2,51,9.27,0,0,33
Joel Paris,3,3,10,1,114,2,57,11.4,0,0,30
Samuel Badree,5,5,19,0,123,2,61.5,6.47,0,0,57
Amit Mishra,6,6,16,1,105,2,52.5,6.56,0,0,48
Kemar Roach,1,1,4,0,29,1,29,7.25,0,0,24
Adam Voges,2,1,2,0,36,1,36,18,0,0,12
Ethan O'Reilly,1,1,4,0,40,1,40,10,0,0,24
Shehan Jayasuriya,2,2,5,0,40,1,40,8,0,0,30
Suraj Randiv,2,2,6,0,66,1,66,11,0,0,36
Karn Sharma,6,3,6.2,0,49,1,49,7.74,0,0,38
Navin Stewart,4,3,7.3,0,67,1,67,10.31,0,0,39
Samiullah Khan,3,3,10,0,69,1,69,6.9,0,0,60
Asad Ali,3,3,10.2,0,80,1,80,7.74,0,0,62
Saeed Ajmal,3,3,12,0,81,1,81,6.75,0,0,72
Hardus Viljoen,3,3,12,0,100,1,100,8.33,0,0,72
Albie Morkel,4,4,7,0,60,1,60,8.57,0,0,42
Stuart Binny,6,5,7,0,55,1,55,7.86,0,0,42
Mitchell Starc,6,6,24,1,173,14,12.36,7.21,0,0,10.29
Azhar Mahmood,5,5,18,1,116,10,11.6,6.44,0,1,10.8
Aaron Phangiso,6,6,22,0,118,10,11.8,5.36,0,0,13.2
Lasith Malinga,4,3,12.5,1,86,8,10.75,7.27,0,1,8.88
Moises Henriques,6,5,16,0,116,8,14.5,7.25,0,0,12
Michael Bates,5,5,18,1,132,8,16.5,7.33,1,0,13.5
Lakshmipathy Balaji,4,4,15,0,135,7,19.29,9,1,0,12.86
Josh Hazlewood,6,6,24,2,113,7,16.14,4.71,0,0,20.57
Steven Patterson,6,6,19.2,1,132,7,18.86,6.83,0,0,16.57
Michael Beer,4,3,12,0,60,6,10,5,0,0,12
Morne Morkel,3,3,12,1,76,6,12.67,6.33,0,0,12
Sunil Narine,4,4,13.4,0,62,6,10.33,4.89,0,0,12.67
Cornelius de Villiers,4,4,13,0,97,6,16.17,7.46,0,0,13
Alfonso Thomas,4,4,15.1,0,133,6,22.17,8.77,0,0,15.17
Ronnie Hira,5,5,19,0,146,6,24.33,7.68,0,0,19
Sohail Tanvir,6,6,23,1,159,6,26.5,6.91,0,0,23
Chris Morris,6,6,21,1,160,6,26.67,7.62,0,0,21
Patrick Cummins,6,6,24,0,187,6,31.17,7.79,0,0,24
Joe Mennie,4,3,12,0,73,5,14.6,6.08,0,0,14.4
Albie Morkel,3,3,12.3,0,75,5,15,6.52,0,0,13.8
Shane Watson,3,3,11,0,83,5,16.6,7.55,0,0,13.2
Roelof van der Merwe,4,4,15,0,72,5,14.4,4.8,0,0,18
Ryan Sidebottom,4,4,13,0,91,5,18.2,7,0,0,15.6
Ethy Mbhalati,4,4,16,1,133,5,26.6,8.31,0,0,19.2
Azeem Rafiq,6,6,21.5,0,154,5,30.8,7.39,0,0,25
Dirk Nannes,6,6,24,0,169,5,33.8,7.04,0,0,28.8
Nathan Rimmington,3,2,8.3,0,49,4,12.25,6.53,0,0,11.25
Umesh Yadav,3,3,12,1,57,4,14.25,4.75,0,0,18
Ajit Agarkar,3,3,12,0,63,4,15.75,5.25,0,0,18
Ben Hilfenhaus,4,4,15,1,97,4,24.25,6.47,0,0,22.5
Doug Bollinger,4,4,16,0,99,4,24.75,6.19,0,0,24
Kyle Mills,5,5,20,1,107,4,26.75,5.35,0,0,30
Adil Rashid,6,6,18.5,0,168,4,42,9.42,0,0,26.75
Nathan McCullum,3,2,5,0,32,3,10.67,6.4,0,0,10
Iain Wardlaw,2,2,8,1,46,3,15.33,5.75,0,0,16
Dilshan Munaweera,2,2,6,0,49,3,16.33,8.17,0,0,12
Oliver Hannon-Dalby,2,2,8,0,58,3,19.33,7.25,0,0,16
Jacques Kallis,4,4,13,0,91,3,30.33,7,0,0,26
Eden Links,4,4,12,0,98,3,32.67,8.17,0,0,24
Ravindra Jadeja,4,4,12,0,111,3,37,9.25,0,0,24
Ravichandran Ashwin,4,4,15,0,143,3,47.67,9.53,0,0,30
Manoj Tiwary,4,1,1,0,8,2,4,8,0,0,3
Munaf Patel,1,1,4,1,17,2,8.5,4.25,0,0,12
Iqbal Abdulla,2,1,4,0,20,2,10,5,0,0,12
Umaid Asif,1,1,4,0,42,2,21,10.5,0,0,12
Naved-ul-Hasan,2,2,6,0,39,2,19.5,6.5,0,0,18
Bilawal Bhatti,2,2,6,0,46,2,23,7.67,0,0,18
Chris Wood,2,2,5,0,47,2,23.5,9.4,0,0,15
Sarfraz Ahmed,2,2,7,0,48,2,24,6.86,0,0,21
Shahid Afridi,2,2,8,0,49,2,24.5,6.13,0,0,24
Sachithra Senanayake,2,2,7,0,62,2,31,8.86,0,0,21
Brett Lee,3,3,8,0,35,2,17.5,4.38,0,0,24
Dwaine Pretorius,3,3,4.3,0,39,2,19.5,11.14,0,0,10.5
David Wiese,4,3,7,0,42,2,21,6,0,0,21
Irfan Pathan,3,3,11,0,66,2,33,6,0,0,33
Harbhajan Singh,4,3,10,0,75,2,37.5,7.5,0,0,30
Moin Ashraf,4,4,9.3,0,75,2,37.5,8.82,0,0,25.5
Andre Adams,4,4,16,1,110,2,55,6.88,0,0,48
Steve O'Keefe,6,5,15,1,76,2,38,5.07,0,0,45
Joe Root,6,6,8,0,70,2,35,8.75,0,0,24
Shannon Gabriel,1,1,0.1,0,0,1,0,0,0,0,1
Alviro Petersen,6,1,2,0,11,1,11,5.5,0,0,12
Charith Jayampathi,1,1,1,0,11,1,11,11,0,0,6
Shoaib Malik,2,1,3,0,15,1,15,5,0,0,18
Yannick Ottley,2,1,2,0,16,1,16,8,0,0,12
Ryan Duffield,1,1,3,0,17,1,17,5.67,0,0,18
Samuel Badree,1,1,4,0,22,1,22,5.5,0,0,24
Thisara Perera,1,1,3,0,22,1,22,7.33,0,0,18
Ravi Rampaul,1,1,4,0,22,1,22,5.5,0,0,24
David Griffiths,1,1,4,0,26,1,26,6.5,0,0,24
Rayad Emrit,1,1,3,0,29,1,29,9.67,0,0,18
Liam Dawson,2,2,3,0,28,1,28,9.33,0,0,18
Pradeep Sangwan,2,2,6.4,0,48,1,48,8.47,0,0,34
Nathan Coulter-Nile,3,2,8,0,51,1,51,6.38,0,0,48
Andrew McDonald,2,2,8,0,51,1,51,6.38,0,0,48
Raza Hasan,2,2,8,0,54,1,54,6.75,0,0,48
Umar Gul,2,2,8.3,0,62,1,62,8.27,0,0,45
Dwayne Smith,4,3,4,0,31,1,31,7.75,0,0,24
Pawan Negi,3,3,9,0,51,1,51,5.67,0,0,54
Faf du Plessis,4,3,6,0,52,1,52,8.67,0,0,36
Zander de Bruyn,3,3,7,0,63,1,63,9,0,0,42
Pragyan Ojha,4,3,10,0,78,1,78,7.8,0,0,60
Brad Hogg,4,3,12,0,83,1,83,6.92,0,0,72
Jean Symes,6,4,9,0,81,1,81,9,0,0,54
Ravi Rampaul,6,6,24,1,150,12,12.5,6.25,1,0,12
Lasith Malinga,6,5,20,0,117,10,11.7,5.85,1,0,12
Sunil Narine,6,6,24,0,105,10,10.5,4.38,0,0,14.4
Abu Nechim,6,5,18.4,0,132,8,16.5,7.47,0,0,13.25
Alfonso Thomas,7,6,24,0,170,8,21.25,7.08,0,0,18
Harbhajan Singh,6,5,18,0,113,7,16.14,6.28,0,0,15.43
Patrick Cummins,5,5,19,2,136,7,19.43,7.16,1,0,16.29
Daniel Vettori,6,6,23,0,161,7,23,7,0,0,19.71
Shaun Tait,2,2,8,0,85,6,14.17,10.63,0,1,8
Rusty Theron,4,4,12,0,87,6,14.5,7.25,1,0,12
Steve O'Keefe,5,5,15,0,100,6,16.67,6.67,0,0,15
Roelof van der Merwe,7,6,23,0,162,6,27,7.04,0,0,23
Brett Lee,6,6,24,1,189,6,31.5,7.88,0,0,24
Sreenath Aravind,6,6,23,0,249,6,41.5,10.83,0,0,23
Janaka Gunaratne,2,2,8,0,47,5,9.4,5.88,0,0,9.6
Harry Gurney,2,2,8,0,66,5,13.2,8.25,0,0,9.6
Jean-Paul Duminy,4,3,9,0,77,5,15.4,8.56,1,0,10.8
Steve Kirby,4,3,11,0,87,5,17.4,7.91,0,0,13.2
Daniel Harris,4,3,10,0,99,5,19.8,9.9,0,0,12
Justin Kemp,4,4,9,0,51,5,10.2,5.67,0,0,10.8
Ravichandran Ashwin,4,4,16,0,106,5,21.2,6.63,0,0,19.2
Dwayne Bravo,4,4,15,0,113,5,22.6,7.53,0,0,18
Doug Bollinger,4,4,15.5,0,140,5,28,9.44,0,0,17.8
Raju Bhatkal,5,5,15,0,132,5,26.4,8.8,0,0,18
Samuel Badree,6,6,24,2,109,5,21.8,4.54,0,0,28.8
Kevon Cooper,6,6,24,0,127,5,25.4,5.29,0,0,28.8
Jaydev Unadkat,3,3,8,0,80,4,20,10,0,0,12
Lakshmipathy Balaji,3,3,10,0,85,4,21.25,8.5,0,0,15
Vernon Philander,3,3,12,0,93,4,23.25,7.75,0,0,18
Robin Peterson,4,4,14,0,93,4,23.25,6.64,0,0,21
Stuart Clark,4,4,14,0,96,4,24,6.86,0,0,21
Lonwabo Tsotsobe,4,4,13,1,116,4,29,8.92,0,0,19.5
Charl Langeveldt,4,4,13.2,0,136,4,34,10.2,0,0,20
Rajat Bhatia,6,5,13.4,0,85,4,21.25,6.71,0,0,19
Yusuf Pathan,6,5,16,0,128,4,32,8,0,0,24
Moises Henriques,5,5,17.2,0,133,4,33.25,7.67,0,0,26
Mitchell Starc,5,5,17.5,0,142,4,35.5,8.44,0,0,25.25
Murali Kartik,7,6,23,0,156,4,39,6.78,0,0,34.5
Alankara Asanka Silva,1,1,4,0,29,3,9.67,7.25,0,0,8
Gary Putland,2,1,4,0,31,3,10.33,7.75,0,0,8
Michael Bates,2,2,8,1,26,3,8.67,3.25,0,0,16
Max Waller,2,2,6,0,41,3,13.67,6.83,0,0,12
Kyle Mills,2,2,8,0,60,3,20,7.5,0,0,16
Albie Morkel,3,3,10,0,82,3,27.33,8.2,0,0,20
Daniel Christian,4,3,12,0,102,3,34,8.5,0,0,24
James Franklin,5,4,8,0,43,3,14.33,5.38,0,0,16
Johan Botha,4,4,12,0,72,3,24,6,0,0,24
Wayne Parnell,4,4,11,0,86,3,28.67,7.82,0,0,22
Dale Steyn,4,4,16,1,97,3,32.33,6.06,0,0,32
Kieron Pollard,6,5,13,0,73,3,24.33,5.62,0,0,26
Yuzvendra Chahal,6,5,13,0,88,3,29.33,6.77,0,0,26
Jacques Kallis,6,5,12,0,98,3,32.67,8.17,0,0,24
Peter Trego,7,6,13,0,124,3,41.33,9.54,0,0,26
Iqbal Abdulla,6,6,20,0,147,3,49,7.35,0,0,40
Sherwin Ganga,6,6,20,0,175,3,58.33,8.75,0,0,40
Abhimanyu Mithun,1,1,2,0,25,2,12.5,12.5,0,0,6
Lewis Gregory,3,2,3,0,18,2,9,6,0,0,9
Adam Dibble,2,2,8,0,44,2,22,5.5,0,0,24
Arosh Janoda,2,2,5.5,0,57,2,28.5,11.79,0,0,14.5
Abdul Razzaq,2,2,8,0,63,2,31.5,7.88,0,0,24
Kane Richardson,3,2,7,0,63,2,31.5,9,0,0,21
Suresh Raina,4,3,7,0,57,2,28.5,8.14,0,0,21
JJ Smuts,4,3,8,0,63,2,31.5,7.88,0,0,24
Steven Smith,5,4,10.3,0,79,2,39.5,8.32,0,0,28.5
Jamaluddin Syed Mohammad,4,4,12,0,95,2,47.5,7.92,0,0,36
Shadab Jakati,4,4,13,0,96,2,48,7.38,0,0,39
Dirk Nannes,6,6,23,0,212,2,106,9.22,0,0,69
Rory Kleinveldt,1,1,2,0,15,1,15,7.5,0,0,12
Nuwan Kulasekara,1,1,4,0,23,1,23,5.75,0,0,24
Milinda Siriwardana,2,1,4,0,23,1,23,5.75,0,0,24
Chinthaka Perera,2,2,5,0,37,1,37,7.4,0,0,30
Tillakaratne Dilshan,5,2,8,0,44,1,44,5.5,0,0,48
Ronnie Hira,2,2,8,0,46,1,46,5.75,0,0,48
Arul Suppiah,7,2,3,0,49,1,49,16.33,0,0,18
Andre Adams,2,2,8,0,52,1,52,6.5,0,0,48
Sanath Jayasuriya,2,2,8,0,57,1,57,7.13,0,0,48
Chris Martin,2,2,8,0,58,1,58,7.25,0,0,48
Claude Henderson,2,2,8,0,62,1,62,7.75,0,0,48
Lendl Simmons,6,3,4,0,54,1,54,13.5,0,0,24
Nathan Lyon,4,3,7,0,58,1,58,8.29,0,0,42
Aaron O'Brien,4,3,10,0,92,1,92,9.2,0,0,60
Nicky Boje,4,4,13,0,87,1,87,6.69,0,0,78
Shakib Al Hasan,5,5,16,0,107,1,107,6.69,0,0,96
Ravichandran Ashwin,6,6,23.2,0,152,13,11.69,6.51,1,0,10.77
Muttiah Muralitharan,6,6,23.1,0,132,12,11,5.7,0,0,11.58
Daniel Christian,5,5,19.5,0,155,9,17.22,8.23,1,0,12.56
Doug Bollinger,6,6,22.1,0,156,9,17.33,7.04,0,0,14.78
Shaun Tait,4,4,16,0,124,8,15.5,7.75,0,0,12
Rusty Theron,6,6,24,0,169,8,21.13,7.04,0,0,18
Peter Siddle,3,3,11.5,0,88,6,14.67,8.12,1,0,10.83
Albie Morkel,4,4,13,0,86,6,14.33,6.62,0,0,13
Lasith Malinga,4,4,16,0,118,6,19.67,7.38,0,0,16
Daniel Harris,5,5,11,0,82,6,13.67,7.45,0,0,11
Johan Botha,6,6,24,0,137,6,22.83,5.71,0,0,24
Suresh Raina,6,2,6,0,38,5,7.6,6.33,1,0,7.2
Ajantha Mendis,4,4,14,0,94,5,18.8,6.71,0,0,16.8
Vinay Kumar,4,4,15.3,0,100,5,20,6.9,0,0,17.4
Devendra Bishoo,4,4,13,0,112,5,22.4,8.62,0,0,15.6
Lakshmipathy Balaji,5,5,16,1,104,5,20.8,6.5,0,0,19.2
Aaron O'Brien,5,5,19,0,166,5,33.2,8.74,0,0,22.8
Nicky Boje,6,6,19,1,148,5,29.6,7.79,0,0,22.8
Lonwabo Tsotsobe,6,6,22,0,152,5,30.4,6.91,0,0,26.4
Makhaya Ntini,6,6,20,0,178,5,35.6,8.9,0,0,24
Jacques Kallis,2,2,8,1,55,4,13.75,6.88,0,0,12
Isuru Udana,3,3,10,0,83,4,20.75,8.3,0,0,15
Dwayne Bravo,3,3,11,0,87,4,21.75,7.91,0,0,16.5
Doug Bracewell,3,3,11.5,0,115,4,28.75,10.62,0,0,16.25
Andrew McDonald,4,4,13,0,88,4,22,6.77,0,0,19.5
Clint McKay,4,4,13,1,89,4,22.25,6.85,0,0,19.5
Aaron Phangiso,4,4,13,0,90,4,22.5,6.92,0,0,19.5
Dale Steyn,5,4,16,0,118,4,29.5,7.38,0,0,24
Ethan O'Reilly,4,4,16,0,125,4,31.25,7.81,1,0,24
Justin Kreusch,6,5,10,0,71,4,17.75,7.1,0,0,15
Ali Murtaza,3,3,10,0,80,3,26.67,8,0,0,20
Chanaka Welegedara,3,3,8.4,0,83,3,27.67,10.83,0,0,15.33
Rangana Herath,4,4,14,0,69,3,23,4.93,0,0,28
Kieran Noema-Barnett,4,4,12,0,89,3,29.67,7.42,0,0,24
John Hastings,4,4,11,0,92,3,30.67,8.36,0,0,22
Dirk Nannes,4,4,15.3,0,95,3,31.67,6.55,0,0,29
Michael Mason,4,4,16,0,107,3,35.67,6.69,0,0,32
Harbhajan Singh,4,4,15.3,0,118,3,39.33,8.14,0,0,29
Zaheer Khan,4,4,16,0,131,3,43.67,8.19,0,0,32
Cullen Bailey,5,5,13,0,121,3,40.33,9.31,0,0,26
Anil Kumble,5,5,20,0,131,3,43.67,6.55,0,0,40
Praveen Kumar,5,5,18,1,133,3,44.33,7.39,0,0,36
Gary Putland,5,5,18,0,152,3,50.67,8.44,0,0,36
James Pattinson,1,1,3,1,14,2,7,4.67,0,0,9
Shane Burger,1,1,4,0,33,2,16.5,8.25,0,0,12
Bryce McGain,2,2,6.1,0,45,2,22.5,7.3,0,0,18.5
Paul Wintz,2,2,7,0,57,2,28.5,8.14,0,0,21
Adam Milne,2,2,8,0,63,2,31.5,7.88,0,0,24
Dillon du Preez,3,3,9,0,90,2,45,10,0,0,27
Esuan Crandon,3,3,10,0,98,2,49,9.8,0,0,30
Thisara Perera,4,4,10.3,0,83,2,41.5,8.74,0,0,28.5
Zander de Bruyn,4,4,8,0,89,2,44.5,11.13,0,0,24
Robert Frylinck,4,4,15,0,130,2,65,8.67,0,0,45
Nayan Doshi,1,1,2,0,12,1,12,6,0,0,12
Cliffie Deacon,1,1,4,0,21,1,21,5.25,0,0,24
Cameron White,5,1,2,0,26,1,26,13,0,0,12
Shadab Jakati,1,1,4,0,27,1,27,6.75,0,0,24
Craig Alexander,1,1,4,0,30,1,30,7.5,0,0,24
Assad Fudadin,1,1,3,0,31,1,31,10.33,0,0,18
Abu Nechim,1,1,4,0,33,1,33,8.25,0,0,24
Jake Haberfield,1,1,4,0,36,1,36,9,0,0,24
Shane Harwood,1,1,4,0,47,1,47,11.75,0,0,24
Jamie How,4,2,3,0,17,1,17,5.67,0,0,18
Kaushal Lokuarachchi,3,2,4,0,32,1,32,8,0,0,24
Mitchell McClenaghan,2,2,8,0,61,1,61,7.63,0,0,48
Seth Rance,2,2,8,0,67,1,67,8.38,0,0,48
Royston Crandon,3,3,7.2,0,62,1,62,8.45,0,0,44
George Worker,4,4,13,0,98,1,98,7.54,0,0,78
Richard Cameron,4,4,12,0,109,1,109,9.08,0,0,72
Christopher Barnwell,4,4,15,0,138,1,138,9.2,0,0,90
Dwayne Bravo,6,6,22,0,190,12,15.83,8.64,1,0,11
Moises Henriques,6,5,17.3,0,116,10,11.6,7.03,0,0,9.9
Clint McKay,5,5,20,0,120,10,12,6,0,0,12
Dirk Nannes,4,4,15,0,79,9,8.78,5.27,1,0,10
Andrew McDonald,5,5,19,0,114,9,12.67,6,1,0,12.67
Stuart Clark,6,6,23.5,0,112,9,12.44,4.91,0,0,15.22
Brett Lee,6,6,21,3,79,8,9.88,3.76,0,0,15.75
Nathan Hauritz,6,6,16,0,100,7,14.29,6.25,0,0,13.71
Cornelius de Villiers,3,3,11,2,73,6,12.17,6.64,1,0,11
Alfonso Thomas,4,4,16.3,1,90,6,15,5.81,0,0,15.5
Charl Willoughby,4,4,15,0,138,6,23,9.2,0,0,15
Shane Harwood,5,5,19,0,123,6,20.5,6.47,0,0,19
Rory Kleinveldt,5,5,16.2,0,158,6,26.33,9.67,0,0,16.33
Sherwin Ganga,6,6,20,0,132,6,22,6.6,0,0,20
Anil Kumble,4,4,15.5,0,114,5,22.8,7.69,0,0,17.8
Dave Mohammed,6,6,19,0,125,5,25,6.58,0,0,22.8
